name,link,author,title,review_body,rating,average_rating,source,source_url,uniq_id,scraped_at
"SEKTION / MAXIMERA Base cabinet w/3 fronts & 4 drawers - white/Bodarp gray-green 15x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-bodarp-gray-green-s99318863/,stuberry26,Love IKEA Cabinets!,IKEA Kitchen helpers installed these cabinets in our newly remodeled kitchen last month. I am loving them. They glide open close so softly. I especially like the double drawer feature that allows me to store more of my knick knack kinds of items. Everything has a place now.,5,4.1,IKEA,ikea.com,6f368bc0-b51c-5f4e-bbd2-d5d1cca61274,07/16/22
"SEKTION / MAXIMERA Base cabinet w/3 fronts & 4 drawers - white/Bodarp gray-green 15x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-bodarp-gray-green-s99318863/,LouLou 1200,Love the hidden drawer. Added dividers to store he,Love the hidden drawer. Added dividers to store herbs and spices next to my stove.,5,4.1,IKEA,ikea.com,6f368bc0-b51c-5f4e-bbd2-d5d1cca61274,07/16/22
"SEKTION / MAXIMERA Base cabinet w/3 fronts & 4 drawers - white/Bodarp gray-green 15x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-bodarp-gray-green-s99318863/,MommaCondosta,"Classic design, clean look.",Used this as a center island-love the slow close drawers and storage.,5,4.1,IKEA,ikea.com,6f368bc0-b51c-5f4e-bbd2-d5d1cca61274,07/16/22
"SEKTION / MAXIMERA Base cabinet w/3 fronts & 4 drawers - white/Bodarp gray-green 15x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-bodarp-gray-green-s99318863/,KateRS,Great space!,I have purchased this cabinet for two different kitchen remodels. The grey looks fantastic and the three drawers are incredibly functional. There is so much space in this one cabinet!,5,4.1,IKEA,ikea.com,6f368bc0-b51c-5f4e-bbd2-d5d1cca61274,07/16/22
"SEKTION / MAXIMERA Base cabinet w/3 fronts & 4 drawers - white/Bodarp gray-green 15x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-bodarp-gray-green-s99318863/,Ronna422,Gorgeous Kitchen!!!,"We recently updated our kitchen with the Sektion shaker style cabinets. Easy to assemble, easy to install and the kitchen looks AMAZING!!!! Great cabinets! Ingenious features. Love it!",5,4.1,IKEA,ikea.com,6f368bc0-b51c-5f4e-bbd2-d5d1cca61274,07/16/22
"SEKTION / MAXIMERA Base cabinet w/3 fronts & 4 drawers - white/Bodarp gray-green 15x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-bodarp-gray-green-s99318863/,CarlJane,Like it,"Bought several for new house, looks good, works good.",4,4.1,IKEA,ikea.com,6f368bc0-b51c-5f4e-bbd2-d5d1cca61274,07/16/22
"SEKTION / MAXIMERA Base cabinet w/3 fronts & 4 drawers - white/Bodarp gray-green 15x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-bodarp-gray-green-s99318863/,Tehseen,Bought it for Induction Cooktop,"Front and Back metal re-enforcements introduced in SEKTION cabinets are a very good addition. Especially when your countertop seam happens to fall in the middle of the cabinet. Best part of the top drawer. It lets you use the dead space immediately below the cooktop. Mine is induction, so no heat issues, But I am not sure if the top drawer is too close for a gas or electric coil cooktops. Drawer fronts are very expensive in my opinion. They are painted Particle Board panels with plastic edging. I shall see how they hold after a liquid spillage. My bathroom cabinets drawer fronts bubbled at the bottom when water droplets gathered there. The newer version looks much better. But this time I am saving the receipts in case bubbling happens again.",5,4.1,IKEA,ikea.com,6f368bc0-b51c-5f4e-bbd2-d5d1cca61274,07/16/22
"SEKTION / MAXIMERA Base cabinet w/3 fronts & 4 drawers - white/Bodarp gray-green 15x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-bodarp-gray-green-s99318863/,Janjohn64,Great cabinet,We have had this installed for approximately 2 months now. No complaints at all. Everyone who has seen our new kitchen loves everything we have completed. We have so much more drawer and counter space than before. We all love the drawer in a drawer.,5,4.1,IKEA,ikea.com,6f368bc0-b51c-5f4e-bbd2-d5d1cca61274,07/16/22
"SEKTION / MAXIMERA Base cabinet w/3 fronts & 4 drawers - white/Bodarp gray-green 15x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-bodarp-gray-green-s99318863/,Janjohn64,Great cabinet,We have had these installed for about two month now. We are very happy so far. Pretty easy assembly and install. Wipe down nicely after dirty grandchild fingers.,5,4.1,IKEA,ikea.com,6f368bc0-b51c-5f4e-bbd2-d5d1cca61274,07/16/22
"SEKTION / MAXIMERA Base cabinet w/3 fronts & 4 drawers - white/Bodarp gray-green 15x24x30 """,https://www.ikea.com/us/en/p/sektion-maximera-base-cabinet-w-3-fronts-4-drawers-white-bodarp-gray-green-s99318863/,Katie86,Ok final result but impossible assembly,"Assembling this version of the Sektion, with 4 drawers and 3 fronts, is nearly impossible to do. The instructions available in the packaging and online are not specific to this model, and therefore requires a lot of improvisation and guesswork. Further, the drawer fronts are mislabeled, which leads to rework, disassembly and reassembly. The final product is fine, but it took us, 2 people, about 8 hours to figure this out.",2,4.1,IKEA,ikea.com,6f368bc0-b51c-5f4e-bbd2-d5d1cca61274,07/16/22
RYET LED bulb E12 200 lumen - chandelier opal,https://www.ikea.com/us/en/p/ryet-led-bulb-e12-200-lumen-chandelier-opal-00432419/,Beatriz T.,It works,Good light,5,4.2,IKEA,ikea.com,fe973444-c69b-52f0-a4dc-b378e69f2680,07/16/22
RYET LED bulb E12 200 lumen - chandelier opal,https://www.ikea.com/us/en/p/ryet-led-bulb-e12-200-lumen-chandelier-opal-00432419/,Haydiee,Great product for my ceiling fan light.,It is a nice bright bulb for my dining area ceiling fan.,4,4.2,IKEA,ikea.com,fe973444-c69b-52f0-a4dc-b378e69f2680,07/16/22
RYET LED bulb E12 200 lumen - chandelier opal,https://www.ikea.com/us/en/p/ryet-led-bulb-e12-200-lumen-chandelier-opal-00432419/,ADRINEH,Save energy,Save energy,5,4.2,IKEA,ikea.com,fe973444-c69b-52f0-a4dc-b378e69f2680,07/16/22
RYET LED bulb E12 200 lumen - chandelier opal,https://www.ikea.com/us/en/p/ryet-led-bulb-e12-200-lumen-chandelier-opal-00432419/,Norma S.,took a while to put,took a while to put together,4,4.2,IKEA,ikea.com,fe973444-c69b-52f0-a4dc-b378e69f2680,07/16/22
RYET LED bulb E12 200 lumen - chandelier opal,https://www.ikea.com/us/en/p/ryet-led-bulb-e12-200-lumen-chandelier-opal-00432419/,ALLISON,Light bulbs,"Bought these to replace the bulbs in my floor lamp. The exact bulb currently in my lamp was not available, but they still sell the lamp so I looked at the bulb in the floor model and bought those. 
They are much dimmer than the original bulbs in the lamps I bought. It was not possible (for me anyway) to distinguish this from the store display. Since the lamps are used for reading lights in the living room it wasn't what I needed/wanted as it is too dim.",3,4.2,IKEA,ikea.com,fe973444-c69b-52f0-a4dc-b378e69f2680,07/16/22
IDANÄS Bed frame - dark brown/Luröy Twin,https://www.ikea.com/us/en/p/idanaes-bed-frame-dark-brown-luroey-s99386569/,MICHELLE,Love the bed,Love the bed,5,5,IKEA,ikea.com,41d67a8e-d41f-5bbe-b320-f9af97908d3e,07/16/22
IDANÄS Bed frame - dark brown/Luröy Twin,https://www.ikea.com/us/en/p/idanaes-bed-frame-dark-brown-luroey-s99386569/,DORIS,Love it!,Love it and it’s very sturdy. Many put down IKEA furniture. All the things I have purchased have been great and long lasting. I think those who rate it poorly is due to their own deficiency in assembling the product.,5,5,IKEA,ikea.com,41d67a8e-d41f-5bbe-b320-f9af97908d3e,07/16/22
IDANÄS Bed frame - dark brown/Luröy Twin,https://www.ikea.com/us/en/p/idanaes-bed-frame-dark-brown-luroey-s99386569/,ROBIN,Great Bed,We needed beds for out guest room. We decided to get these. The bed frames look very nice and great quality. It was a little difficult to put together as some of the holes weren't lining up. But we finally did get it together. I had two grown adults stay on the beds for more than a few days and they said it was very comfortable as they are sleeping on the Ikea Haugesund mattress. It complements our room very well.,5,5,IKEA,ikea.com,41d67a8e-d41f-5bbe-b320-f9af97908d3e,07/16/22
IDANÄS Bed frame - dark brown/Luröy Twin,https://www.ikea.com/us/en/p/idanaes-bed-frame-dark-brown-luroey-s99386569/,NOTSET,Sweet little bed,Bought this with the chest of drawers and it looks so good in the room. Nicely made and is very sturdy.,5,5,IKEA,ikea.com,41d67a8e-d41f-5bbe-b320-f9af97908d3e,07/16/22
"BESTÅ TV unit with drawers and door - white/Laxviken white 70 7/8x16 1/2x15 3/8 """,https://www.ikea.com/us/en/p/besta-tv-unit-with-drawers-and-door-white-laxviken-white-s89421506/,JOHN,Does the job at a reasonable price,"Not too difficult to assemble, and looks good in the finish that we selected. Our 75-inch TV fits on it nicely, and the unit supports it without any sagging.",5,4.6,IKEA,ikea.com,0eec23e2-5a60-5744-b9ff-65e3882a8b3f,07/16/22
"BESTÅ TV unit with drawers and door - white/Laxviken white 70 7/8x16 1/2x15 3/8 """,https://www.ikea.com/us/en/p/besta-tv-unit-with-drawers-and-door-white-laxviken-white-s89421506/,Robert S.,"Love it, but you do not need the suspension mount","Beautiful unit, especially wall mounted. Would buy again. Purchased the Besta wall suspension rail and did not need it. However the holes on the back do not match up with all wall framing studs. Would rate higher, but $150 to ship it.",4,4.6,IKEA,ikea.com,0eec23e2-5a60-5744-b9ff-65e3882a8b3f,07/16/22
"BESTÅ TV unit with drawers and door - white/Laxviken white 70 7/8x16 1/2x15 3/8 """,https://www.ikea.com/us/en/p/besta-tv-unit-with-drawers-and-door-white-laxviken-white-s89421506/,Guilherme,Excellent,Excellent,5,4.6,IKEA,ikea.com,0eec23e2-5a60-5744-b9ff-65e3882a8b3f,07/16/22
"BESTÅ TV unit with drawers and door - white/Laxviken white 70 7/8x16 1/2x15 3/8 """,https://www.ikea.com/us/en/p/besta-tv-unit-with-drawers-and-door-white-laxviken-white-s89421506/,Nancy C.,I wanted to like it but….,"I wanted to like this Besta but I can’t say I do. The instructions provided were not intuitive and I was missing the hinges to install the middle door. But everything has become so messed up at this point I’m not bothering to go back to store to pick up the missing parts. I ordered the besta with the soft closing drawers but they just don’t work with the shelves I installed in the basic Besta unit. I have no idea why. Now I have a middle door and two drawers and two runners I can’t use. Also, the tiny slab that covers the back would not fit, so now I have a gaping hole in the back too. I bet it would have been cheaper to not order the drawers but I didn’t know they wouldn’t be functional. Overall, I can still use my Besta, which is good, but I definitely wasted money and time on something that should have worked but didn’t. I would only recommend this product if you’re familiar with building it or you can hire professional help.",3,4.6,IKEA,ikea.com,0eec23e2-5a60-5744-b9ff-65e3882a8b3f,07/16/22
"BESTÅ TV unit with drawers and door - white/Laxviken white 70 7/8x16 1/2x15 3/8 """,https://www.ikea.com/us/en/p/besta-tv-unit-with-drawers-and-door-white-laxviken-white-s89421506/,Sarah B.,Very Happy with Purchase,"I used Task Rabbit and that was a plus (I've previously put together IKEA products myself). But this is just what I hoped for, for my new TV purchase.",5,4.6,IKEA,ikea.com,0eec23e2-5a60-5744-b9ff-65e3882a8b3f,07/16/22
"BESTÅ TV unit with drawers and door - white/Laxviken white 70 7/8x16 1/2x15 3/8 """,https://www.ikea.com/us/en/p/besta-tv-unit-with-drawers-and-door-white-laxviken-white-s89421506/,Kennedy,Sturdy quality,Awesome quality piece tv stand,5,4.6,IKEA,ikea.com,0eec23e2-5a60-5744-b9ff-65e3882a8b3f,07/16/22
"BESTÅ TV unit with drawers and door - white/Laxviken white 70 7/8x16 1/2x15 3/8 """,https://www.ikea.com/us/en/p/besta-tv-unit-with-drawers-and-door-white-laxviken-white-s89421506/,Meidamota31,Happy with my purchase !!,Great price for a awesome item we are really happy with our purchase we recommend it!!,5,4.6,IKEA,ikea.com,0eec23e2-5a60-5744-b9ff-65e3882a8b3f,07/16/22
"BRIMNES Storage combination w/glass doors - black 63x13 3/4x74 3/4 """,https://www.ikea.com/us/en/p/brimnes-storage-combination-w-glass-doors-black-s19278234/,Lucy,Love these cabinets!,"I purchased 2 sets of these cabinets to display my collectibles. I LOVE them! They look exactly how I envisioned, and they were easy to assemble. They definitely elevate the look of my house, and I highly recommend them.",5,4.8,IKEA,ikea.com,a7e3c068-0913-543a-bf40-3fb02cffe37b,07/16/22
"BRIMNES Storage combination w/glass doors - black 63x13 3/4x74 3/4 """,https://www.ikea.com/us/en/p/brimnes-storage-combination-w-glass-doors-black-s19278234/,Linda,Brimnes display shelf,We love this shelf (so much that we got 2). We added some lighting and it’s perfect.,5,4.8,IKEA,ikea.com,a7e3c068-0913-543a-bf40-3fb02cffe37b,07/16/22
"BRIMNES Storage combination w/glass doors - black 63x13 3/4x74 3/4 """,https://www.ikea.com/us/en/p/brimnes-storage-combination-w-glass-doors-black-s19278234/,Pam,Cabinets,"I love, love these cabinets...",5,4.8,IKEA,ikea.com,a7e3c068-0913-543a-bf40-3fb02cffe37b,07/16/22
"BRIMNES Storage combination w/glass doors - black 63x13 3/4x74 3/4 """,https://www.ikea.com/us/en/p/brimnes-storage-combination-w-glass-doors-black-s19278234/,Sandra,Cabinets with glass doors,"Love these cabinets, perfect for my Coca Cola collection. They look beautiful in the room. The glass shelves enhances the displays and make the area looks uncluttered.",5,4.8,IKEA,ikea.com,a7e3c068-0913-543a-bf40-3fb02cffe37b,07/16/22
"BRIMNES Storage combination w/glass doors - black 63x13 3/4x74 3/4 """,https://www.ikea.com/us/en/p/brimnes-storage-combination-w-glass-doors-black-s19278234/,Mike,Glass bookcase,Great product,5,4.8,IKEA,ikea.com,a7e3c068-0913-543a-bf40-3fb02cffe37b,07/16/22
"BRIMNES Storage combination w/glass doors - black 63x13 3/4x74 3/4 """,https://www.ikea.com/us/en/p/brimnes-storage-combination-w-glass-doors-black-s19278234/,Rede39,Beautiful,"I love the look. My only issue was they did not balance well on carpet, but my friend built a bracket for each bookcase (he used to be a carpenter) to steady it on the floor and then he had to brace them to the wall, but they really are beautiful. It took me years to find what I wanted.",4,4.8,IKEA,ikea.com,a7e3c068-0913-543a-bf40-3fb02cffe37b,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,PAMELA,classic piece!,classic piece!,5,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,Owen,"Works fine, looks good, and","Works fine, looks good, and breaks down for storage. The wood will need more protection for sure.",4,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,Trung,Material are good Just slat spacing too wide,"The material are good the product photos are misleading. The spacing between the slat are .75 inches. If you have pens, straws, cell phone with a case on.",4,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,SANDY,Very satisfied with product and,Very satisfied with product and delivery process.,5,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,ramon,Perfect porch table,"I like this table a lot, since its simply super practical.",5,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,EVELYN,Outdoor table,Looks great. Super easy to use.,5,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,MONICA,What we needed,What we needed,5,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,VERNESSA,Met my immediate needs,Met my immediate needs,5,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,todd,Nice looking table and chairs,Nice looking table and chairs for a small patio,5,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,John,Perfect utility table for patio,Perfect utility table for patio,5,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,JOHN,Great accent for the patio!,"Not only a good price, but well-constructed.",5,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,Pernilla,So and so...,"It’s a pretty table. Small and lightweight which is nice. But, the paint on it is off on some places which will give room for rust in the near future. Sad that they can’t do a better job and a better inspection!",3,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,ANGIE,Great table!,Great table!,5,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,OSWALDO,Awesome little table for grilling,"I am surprised by its stability and durability.

Will buy chairs next time.",5,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,Tracey,One issue,The table is cute. I got it in August but one board has already warped. This table is supposed to be an outside table. I can still use it though.,3,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,Mark,Very little footroom,There is very little footroom when sitting at this table due to the crossmembers.,3,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,Terri,Outdoor table,Great table for patio.,5,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,LILLIAN,Fit perfectly between the two,Fit perfectly between the two chairs on my deck.,5,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,Jonathan,Nice,"I love this table. Very simple, yet much nicer than anything else from another store for the same price.",5,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
"TÄRNÖ Table, outdoor - black/light brown stained 21 5/8x21 1/4 """,https://www.ikea.com/us/en/p/taernoe-table-outdoor-black-light-brown-stained-70095429/,Saranne,Looks pricer than what it,Looks pricer than what it cost,5,4.7,IKEA,ikea.com,6a99f79c-7c60-55bb-a0d3-dbb3521776e1,07/16/22
FINNALA Chaise - Tallmyra black/gray,https://www.ikea.com/us/en/p/finnala-chaise-tallmyra-black-gray-s99319301/,RICHARD,Chair,Was easy to assemble and is comfy to sit it. Doesn't take up much room.,5,4.2,IKEA,ikea.com,ba1b5648-064f-5aef-a2fa-e3c88a273cb1,07/16/22
FINNALA Chaise - Tallmyra black/gray,https://www.ikea.com/us/en/p/finnala-chaise-tallmyra-black-gray-s99319301/,Sharon,Perfect set!,"Perfect couch for our movie room, added a headrest and the bin for storage is a bonus!!",5,4.2,IKEA,ikea.com,ba1b5648-064f-5aef-a2fa-e3c88a273cb1,07/16/22
